Open,High,Low,Close,Adj Close,Volume,Date
417.0799865722656,429.6600036621094,413.7099914550781,429.05999755859375,413.2841491699219,144247900,2022-05-04
424.54998779296875,425.0,409.44000244140625,413.80999755859375,398.59490966796875,172929100,2022-05-05
411.1000061035156,414.79998779296875,405.7300109863281,411.3399963378906,396.2157287597656,151770800,2022-05-06
405.1000061035156,406.4100036621094,396.5,398.1700134277344,383.5299377441406,155586100,2022-05-09
404.489990234375,406.0799865722656,394.82000732421875,399.0899963378906,384.41607666015625,132497200,2022-05-10
398.07000732421875,404.0400085449219,391.9599914550781,392.75,378.3092041015625,142361000,2022-05-11
389.3699951171875,395.79998779296875,385.1499938964844,392.3399963378906,377.914306640625,125090800,2022-05-12
396.7099914550781,403.17999267578125,395.6099853515625,401.7200012207031,386.9494323730469,104174400,2022-05-13
399.9800109863281,403.9700012207031,397.6000061035156,400.0899963378906,385.3793029785156,78622400,2022-05-16
406.5299987792969,408.57000732421875,402.5799865722656,408.32000732421875,393.3067321777344,83029700,2022-05-17
403.5,403.79998779296875,390.54998779296875,391.8599853515625,377.4519348144531,117674500,2022-05-18
388.6199951171875,394.1400146484375,387.1099853515625,389.4599914550781,375.14019775390625,98510700,2022-05-19
393.25,397.0299987792969,380.5400085449219,389.6300048828125,375.3039245605469,131432200,2022-05-20
392.8299865722656,397.7300109863281,390.3800048828125,396.9200134277344,382.3259582519531,76414900,2022-05-23
392.55999755859375,395.1499938964844,386.9599914550781,393.8900146484375,379.4073486328125,91448800,2022-05-24
392.30999755859375,399.45001220703125,391.8900146484375,397.3699951171875,382.7593994140625,91472900,2022-05-25
398.6700134277344,407.0400085449219,398.45001220703125,405.30999755859375,390.4073791503906,82168300,2022-05-26
407.9100036621094,415.3800048828125,407.70001220703125,415.260009765625,399.9915466308594,84768700,2022-05-27
413.54998779296875,416.4599914550781,410.0299987792969,412.92999267578125,397.74725341796875,95937000,2022-05-31
415.1700134277344,416.239990234375,406.92999267578125,409.5899963378906,394.530029296875,86585800,2022-06-01
409.4200134277344,417.44000244140625,407.0400085449219,417.3900146484375,402.0432434082031,79609600,2022-06-02
412.3999938964844,414.0400085449219,409.510009765625,410.5400085449219,395.4450988769531,71874300,2022-06-03
414.7799987792969,416.6099853515625,410.54998779296875,411.7900085449219,396.6492004394531,57508900,2022-06-06
408.1000061035156,416.2200012207031,407.6099853515625,415.739990234375,400.45391845703125,59272400,2022-06-07
413.92999267578125,415.82000732421875,410.3800048828125,411.2200012207031,396.10009765625,64350000,2022-06-08
409.3399963378906,411.739990234375,401.44000244140625,401.44000244140625,386.6796875,86289800,2022-06-09
394.8800048828125,395.7799987792969,389.75,389.79998779296875,375.4676513671875,132893900,2022-06-10
379.8500061035156,381.80999755859375,373.29998779296875,375.0,361.21185302734375,170004900,2022-06-13
376.8500061035156,377.94000244140625,370.5899963378906,373.8699951171875,360.1234130859375,104011800,2022-06-14
377.3599853515625,383.8999938964844,372.1199951171875,379.20001220703125,365.2574157714844,125666800,2022-06-15
370.510009765625,370.94000244140625,364.0799865722656,366.6499938964844,353.16888427734375,134473300,2022-06-16
365.510009765625,369.3800048828125,362.1700134277344,365.8599853515625,353.9302062988281,111113900,2022-06-17
371.8900146484375,376.5299987792969,371.80999755859375,375.07000732421875,362.83990478515625,76811900,2022-06-21
370.6199951171875,378.7200012207031,370.17999267578125,374.3900146484375,362.18212890625,90059400,2022-06-22
376.6400146484375,378.8299865722656,372.8900146484375,378.05999755859375,365.7323913574219,79292100,2022-06-23
381.3999938964844,390.0899963378906,381.3699951171875,390.0799865722656,377.3604736328125,98050300,2022-06-24
391.04998779296875,391.3599853515625,387.44000244140625,388.5899963378906,375.9190673828125,66009600,2022-06-27
390.2300109863281,393.1600036621094,380.5299987792969,380.6499938964844,368.23797607421875,86548900,2022-06-28
381.2300109863281,382.2699890136719,378.4200134277344,380.3399963378906,367.9380798339844,65676000,2022-06-29
376.239990234375,380.6600036621094,372.55999755859375,377.25,364.9488220214844,112508300,2022-06-30
376.55999755859375,381.70001220703125,373.79998779296875,381.239990234375,368.8087158203125,74839700,2022-07-01
375.8800048828125,381.9800109863281,372.8999938964844,381.9599914550781,369.5052185058594,81438000,2022-07-05
382.1099853515625,385.8699951171875,379.6000061035156,383.25,370.75323486328125,70426200,2022-07-06
385.1199951171875,389.8299865722656,383.2699890136719,388.989990234375,376.30596923828125,64525900,2022-07-07
387.2699890136719,390.6400146484375,385.6600036621094,388.6700134277344,375.9964599609375,72397800,2022-07-08
385.8500061035156,386.8699951171875,383.5,384.2300109863281,371.7012023925781,58366900,2022-07-11
383.6499938964844,386.1600036621094,378.989990234375,380.8299865722656,368.4120788574219,62219200,2022-07-12
375.1000061035156,381.9200134277344,374.6600036621094,378.8299865722656,366.4773254394531,84224600,2022-07-13
373.6099853515625,379.04998779296875,371.0400085449219,377.9100036621094,365.5873107910156,89704800,2022-07-14
382.54998779296875,385.25,380.5400085449219,385.1300048828125,372.5718994140625,79060400,2022-07-15
388.3800048828125,389.0899963378906,380.6600036621094,381.95001220703125,369.49560546875,63203600,2022-07-18
386.0799865722656,392.8699951171875,385.3900146484375,392.2699890136719,379.47906494140625,78506000,2022-07-19
392.4700012207031,396.260009765625,391.0299987792969,394.7699890136719,381.89752197265625,71843800,2022-07-20
394.1600036621094,398.8399963378906,391.6300048828125,398.7900085449219,385.78643798828125,64903900,2022-07-21
398.9200134277344,400.17999267578125,392.75,395.0899963378906,382.20709228515625,72197300,2022-07-22
395.75,396.4700012207031,393.2099914550781,395.57000732421875,382.6714782714844,53631500,2022-07-25
393.8399963378906,394.05999755859375,389.95001220703125,390.8900146484375,378.1440734863281,52946400,2022-07-26
394.3599853515625,402.8800048828125,394.04998779296875,401.0400085449219,387.963134765625,82342100,2022-07-27
401.8900146484375,406.79998779296875,398.1499938964844,406.07000732421875,392.8290710449219,73966600,2022-07-28
407.5799865722656,413.0299987792969,406.7699890136719,411.989990234375,398.5560607910156,87003700,2022-07-29
409.1499938964844,413.4100036621094,408.3999938964844,410.7699890136719,397.3757629394531,69997500,2022-08-01
409.1199951171875,413.0,406.82000732421875,408.05999755859375,394.7541809082031,63435400,2022-08-02
410.29998779296875,415.67999267578125,410.0,414.45001220703125,400.93585205078125,67820600,2022-08-03
414.3699951171875,415.0899963378906,412.44000244140625,414.1700134277344,400.66497802734375,45656600,2022-08-04
409.6600036621094,414.1499938964844,409.6000061035156,413.4700012207031,399.98779296875,56814900,2022-08-05
415.25,417.6199951171875,411.8299865722656,412.989990234375,399.5234375,53886100,2022-08-08
412.2200012207031,412.75,410.2200012207031,411.3500061035156,397.93695068359375,44931800,2022-08-09
418.7799987792969,420.1400146484375,416.7200012207031,419.989990234375,406.2951354980469,68665700,2022-08-10
422.989990234375,424.95001220703125,419.2099914550781,419.989990234375,406.2951354980469,59489700,2022-08-11
422.0299987792969,427.2099914550781,421.0299987792969,427.1000061035156,413.17333984375,61694500,2022-08-12
424.7699890136719,429.4100036621094,424.7099914550781,428.8599853515625,414.8759460449219,54048300,2022-08-15
427.7300109863281,431.7300109863281,426.8800048828125,429.70001220703125,415.6885986328125,59289000,2022-08-16
425.9100036621094,429.5,424.5400085449219,426.6499938964844,412.73797607421875,63563400,2022-08-17
426.8599853515625,428.6099853515625,425.5,427.8900146484375,413.9376220703125,49023200,2022-08-18
424.9800109863281,425.260009765625,421.2200012207031,422.1400146484375,408.3750915527344,68016900,2022-08-19
417.04998779296875,417.2300109863281,412.3999938964844,413.3500061035156,399.8717041015625,77695600,2022-08-22
412.8999938964844,415.4200134277344,411.7699890136719,412.3500061035156,398.9043273925781,49105200,2022-08-23
412.1099853515625,415.1099853515625,411.3900146484375,413.6700134277344,400.1812744140625,49177800,2022-08-24
415.239990234375,419.55999755859375,414.0899963378906,419.510009765625,405.83087158203125,50942300,2022-08-25
419.3900146484375,419.9599914550781,405.25,405.30999755859375,392.09381103515625,103087000,2022-08-26
402.20001220703125,405.8399963378906,401.20001220703125,402.6300048828125,389.50128173828125,65370800,2022-08-29
403.8500061035156,404.1000061035156,396.0,398.2099914550781,385.2253723144531,85652400,2022-08-30
399.92999267578125,401.239990234375,395.0400085449219,395.17999267578125,382.2941589355469,76029700,2022-08-31
392.8900146484375,396.7799987792969,390.0400085449219,396.4200134277344,383.4937744140625,78740100,2022-09-01
400.2799987792969,401.55999755859375,390.3299865722656,392.239990234375,379.4500427246094,99632100,2022-09-02
393.1300048828125,394.1199951171875,388.4200134277344,390.760009765625,378.018310546875,76637400,2022-09-06
390.42999267578125,398.5899963378906,390.20001220703125,397.7799987792969,384.8094177246094,70964200,2022-09-07
395.3900146484375,400.8599853515625,394.1199951171875,400.3800048828125,387.32464599609375,80821700,2022-09-08
402.739990234375,407.510009765625,402.4599914550781,406.6000061035156,393.341796875,76706900,2022-09-09
408.7799987792969,411.7300109863281,408.4599914550781,410.9700012207031,397.5693359375,69256300,2022-09-12
401.8299865722656,403.1000061035156,391.9200134277344,393.1000061035156,380.2820129394531,122947100,2022-09-13
394.4700012207031,396.20001220703125,391.1199951171875,394.6000061035156,381.73309326171875,85023700,2022-09-14
392.9599914550781,395.9599914550781,388.7799987792969,390.1199951171875,377.3992004394531,87633800,2022-09-15
384.1400146484375,386.25,382.1099853515625,385.55999755859375,374.52001953125,103084800,2022-09-16
382.260009765625,388.54998779296875,382.17999267578125,388.54998779296875,377.4244079589844,73278500,2022-09-19
385.05999755859375,386.1199951171875,381.20001220703125,384.0899963378906,373.0921325683594,77274900,2022-09-20
386.1099853515625,389.30999755859375,377.3800048828125,377.3900146484375,366.5840148925781,106746600,2022-09-21
376.5799865722656,378.29998779296875,373.44000244140625,374.2200012207031,363.5047302246094,89472600,2022-09-22
370.5799865722656,370.6199951171875,363.2900085449219,367.95001220703125,357.414306640625,122346900,2022-09-23
366.4100036621094,370.2099914550781,363.0299987792969,364.30999755859375,353.8785095214844,92581200,2022-09-26
368.0199890136719,370.3999938964844,360.8699951171875,363.3800048828125,352.97515869140625,108294100,2022-09-27
364.3800048828125,372.29998779296875,362.6000061035156,370.5299987792969,359.92041015625,110802200,2022-09-28
366.80999755859375,367.1099853515625,359.70001220703125,362.7900085449219,352.40203857421875,112952300,2022-09-29
361.79998779296875,365.9100036621094,357.0400085449219,357.17999267578125,346.95263671875,153711200,2022-09-30
361.0799865722656,368.54998779296875,359.2099914550781,366.6099853515625,356.1126403808594,89756500,2022-10-03
372.3999938964844,378.0,366.57000732421875,377.9700012207031,367.14739990234375,103602800,2022-10-04
373.3900146484375,379.4599914550781,370.95001220703125,377.0899963378906,366.2926025390625,88065700,2022-10-05
375.6199951171875,378.7200012207031,372.67999267578125,373.20001220703125,362.5139465332031,82333500,2022-10-06
368.9700012207031,373.2900085449219,360.94000244140625,362.7900085449219,352.40203857421875,107789500,2022-10-07
363.9599914550781,364.2099914550781,357.6700134277344,360.0199890136719,349.71136474609375,76042800,2022-10-10
358.239990234375,363.0299987792969,355.7099914550781,357.739990234375,347.49658203125,92482800,2022-10-11
358.1700134277344,359.82000732421875,356.29998779296875,356.55999755859375,346.3503723144531,76991800,2022-10-12
349.2099914550781,367.510009765625,348.1099853515625,365.9700012207031,355.4909362792969,147254500,2022-10-13
368.54998779296875,370.260009765625,356.9599914550781,357.6300048828125,347.3897705078125,123737000,2022-10-14
364.010009765625,367.9800109863281,357.2799987792969,366.82000732421875,356.3166809082031,93168200,2022-10-17
375.1300048828125,375.45001220703125,367.5199890136719,371.1300048828125,360.5032653808594,97162900,2022-10-18
368.989990234375,371.8500061035156,365.54998779296875,368.5,357.9485168457031,79746900,2022-10-19
368.0299987792969,372.6700134277344,364.6099853515625,365.4100036621094,354.9470520019531,88283100,2022-10-20
365.1199951171875,374.79998779296875,363.5400085449219,374.2900085449219,363.57275390625,131038400,2022-10-21
375.8900146484375,380.05999755859375,373.1099853515625,378.8699951171875,368.0216064453125,85436900,2022-10-24
378.7900085449219,385.25,378.6700134277344,384.9200134277344,373.89837646484375,78846300,2022-10-25
381.6199951171875,387.5799865722656,381.3500061035156,382.0199890136719,371.0814208984375,104087300,2022-10-26
383.07000732421875,385.0,379.3299865722656,379.9800109863281,369.099853515625,81971800,2022-10-27
379.8699951171875,389.5199890136719,379.67999267578125,389.0199890136719,377.8809509277344,100302000,2022-10-28
386.44000244140625,388.3999938964844,385.260009765625,386.2099914550781,375.15142822265625,96631300,2022-10-31
390.1400146484375,390.3900146484375,383.2900085449219,384.5199890136719,373.5097961425781,85407600,2022-11-01
383.8999938964844,388.6300048828125,374.760009765625,374.8699951171875,364.1361083984375,126990400,2022-11-02
371.4700012207031,374.20001220703125,368.7900085449219,371.010009765625,360.38665771484375,87100100,2022-11-03
377.0,378.8699951171875,370.0,376.3500061035156,365.5737609863281,103505200,2022-11-04
377.7099914550781,380.57000732421875,375.5299987792969,379.95001220703125,369.0706481933594,68286900,2022-11-07
381.1099853515625,385.1199951171875,377.7200012207031,382.0,371.06195068359375,84641100,2022-11-08
379.92999267578125,381.1400146484375,373.6099853515625,374.1300048828125,363.41729736328125,78495500,2022-11-09
388.04998779296875,395.0400085449219,385.6400146484375,394.69000244140625,383.38861083984375,141455800,2022-11-10
395.5899963378906,399.3500061035156,393.6099853515625,398.510009765625,387.0992431640625,93839900,2022-11-11
396.6600036621094,400.17999267578125,394.8299865722656,395.1199951171875,383.8062744140625,71903500,2022-11-14
401.1499938964844,402.30999755859375,394.489990234375,398.489990234375,387.0797424316406,93194500,2022-11-15
396.7799987792969,397.7799987792969,394.7900085449219,395.45001220703125,384.1268615722656,68508500,2022-11-16
390.4599914550781,394.95001220703125,390.1400146484375,394.239990234375,382.95147705078125,74496300,2022-11-17
397.739990234375,397.80999755859375,393.0400085449219,396.0299987792969,384.6902160644531,92922500,2022-11-18
394.6400146484375,395.82000732421875,392.6600036621094,394.5899963378906,383.2914733886719,51243200,2022-11-21
396.6300048828125,400.07000732421875,395.1499938964844,399.8999938964844,388.44940185546875,60429000,2022-11-22
399.54998779296875,402.92999267578125,399.30999755859375,402.4200134277344,390.8973083496094,68261600,2022-11-23
401.8299865722656,402.9100036621094,401.5400085449219,402.3299865722656,390.8098449707031,30545400,2022-11-25
399.0899963378906,400.80999755859375,395.1099853515625,395.9100036621094,384.57366943359375,67881600,2022-11-28
396.04998779296875,397.29998779296875,393.29998779296875,395.2300109863281,383.9131774902344,52310000,2022-11-29
395.489990234375,407.67999267578125,393.4800109863281,407.67999267578125,396.00665283203125,144566700,2022-11-30
408.7699890136719,410.0,404.75,407.3800048828125,395.71527099609375,76398200,2022-12-01
402.25,407.8599853515625,402.1400146484375,406.9100036621094,395.2586975097656,85342700,2022-12-02
403.95001220703125,404.92999267578125,398.1700134277344,399.5899963378906,388.1482849121094,77289800,2022-12-05
399.4200134277344,399.989990234375,391.6400146484375,393.8299865722656,382.55322265625,77972200,2022-12-06
392.94000244140625,395.6400146484375,391.9700012207031,393.1600036621094,381.90240478515625,65927900,2022-12-07
395.1400146484375,397.3599853515625,393.2699890136719,396.239990234375,384.89422607421875,60737900,2022-12-08
394.94000244140625,397.6199951171875,393.1499938964844,393.2799987792969,382.0190124511719,81447700,2022-12-09
394.1099853515625,398.95001220703125,393.4100036621094,398.95001220703125,387.5266418457031,75405800,2022-12-12
410.2200012207031,410.489990234375,399.07000732421875,401.9700012207031,390.4601745605469,123782500,2022-12-13
401.6099853515625,405.5,396.30999755859375,399.3999938964844,387.96368408203125,108111300,2022-12-14
394.29998779296875,395.25,387.8900146484375,389.6300048828125,378.4734802246094,117705900,2022-12-15
385.17999267578125,386.5799865722656,381.0400085449219,383.2699890136719,374.00518798828125,119858000,2022-12-16
383.4700012207031,383.82000732421875,378.2799987792969,380.0199890136719,370.833740234375,79878100,2022-12-19
379.2300109863281,382.2300109863281,377.8500061035156,380.5400085449219,371.3411560058594,74427200,2022-12-20
383.25,387.4100036621094,382.69000244140625,386.2300109863281,376.8936767578125,78167400,2022-12-21
383.04998779296875,386.2099914550781,374.7699890136719,380.7200012207031,371.5168151855469,100120900,2022-12-22
379.6499938964844,383.05999755859375,378.0299987792969,382.9100036621094,373.65386962890625,59857300,2022-12-23
382.7900085449219,383.1499938964844,379.6499938964844,381.3999938964844,372.1803894042969,51638200,2022-12-27
381.3299865722656,383.3900146484375,376.4200134277344,376.6600036621094,367.55499267578125,70911500,2022-12-28
379.6300048828125,384.3500061035156,379.0799865722656,383.44000244140625,374.17108154296875,66970900,2022-12-29
380.6400146484375,382.5799865722656,378.42999267578125,382.42999267578125,373.1855163574219,84022200,2022-12-30
384.3699951171875,386.42999267578125,377.8299865722656,380.82000732421875,371.6144104003906,74850700,2023-01-03
383.17999267578125,385.8800048828125,380.0,383.760009765625,374.4833068847656,85934100,2023-01-04
381.7200012207031,381.8399963378906,378.760009765625,379.3800048828125,370.209228515625,76970500,2023-01-05
382.6099853515625,389.25,379.4100036621094,388.0799865722656,378.69891357421875,104189600,2023-01-06
390.3699951171875,393.70001220703125,387.6700134277344,387.8599853515625,378.4842224121094,73978100,2023-01-09
387.25,390.6499938964844,386.2699890136719,390.5799865722656,381.13848876953125,65358100,2023-01-10
392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,385.9590759277344,68881100,2023-01-11
396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,387.3642272949219,90157700,2023-01-12
393.6199951171875,399.1000061035156,393.3399963378906,398.5,388.8670349121094,63903900,2023-01-13
398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,388.1546936035156,62677300,2023-01-17
399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,382.0264587402344,99632300,2023-01-18
389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,379.2453918457031,86958900,2023-01-19
390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,386.3103332519531,91806400,2023-01-20
396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,390.945556640625,84178800,2023-01-23
398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,390.5259704589844,59524900,2023-01-24
395.95001220703125,400.70001220703125,393.55999755859375,400.3500061035156,390.67230224609375,84800300,2023-01-25
403.1300048828125,404.9200134277344,400.0299987792969,404.75,394.9659729003906,72287400,2023-01-26
403.6600036621094,408.1600036621094,403.44000244140625,405.67999267578125,395.8735046386719,68346200,2023-01-27
402.79998779296875,405.1300048828125,400.2799987792969,400.5899963378906,390.906494140625,74202000,2023-01-30
401.1300048828125,406.5299987792969,400.7699890136719,406.4800109863281,396.6541748046875,86811800,2023-01-31
405.2099914550781,413.6700134277344,402.3500061035156,410.79998779296875,400.8696594238281,101459200,2023-02-01
414.8599853515625,418.30999755859375,412.8800048828125,416.7799987792969,406.70513916015625,101654500,2023-02-02
411.5899963378906,416.9700012207031,411.0899963378906,412.3500061035156,402.3822326660156,94736800,2023-02-03
409.7900085449219,411.2900085449219,408.1000061035156,409.8299865722656,399.92315673828125,60295300,2023-02-06
408.8699951171875,416.489990234375,407.57000732421875,415.19000244140625,405.153564453125,90990700,2023-02-07
413.1300048828125,414.5299987792969,409.92999267578125,410.6499938964844,400.72332763671875,76227500,2023-02-08
414.4100036621094,414.57000732421875,405.80999755859375,407.0899963378906,397.24932861328125,78694900,2023-02-09
405.8599853515625,408.44000244140625,405.010009765625,408.0400085449219,398.1764221191406,70769700,2023-02-10
408.7200012207031,412.9700012207031,408.239990234375,412.8299865722656,402.85064697265625,64913500,2023-02-13
411.239990234375,415.04998779296875,408.510009765625,412.6400146484375,402.665283203125,88389300,2023-02-14
410.3500061035156,414.05999755859375,409.4700012207031,413.9800109863281,403.9728088378906,61555700,2023-02-15
408.7900085449219,412.9100036621094,408.1400146484375,408.2799987792969,398.41064453125,76431500,2023-02-16
406.05999755859375,407.510009765625,404.04998779296875,407.260009765625,397.415283203125,89257800,2023-02-17
403.05999755859375,404.1600036621094,398.82000732421875,399.0899963378906,389.4427490234375,82655900,2023-02-21
399.5199890136719,401.1300048828125,397.0199890136719,398.5400085449219,388.90606689453125,83742300,2023-02-22
401.55999755859375,402.20001220703125,396.25,400.6600036621094,390.974853515625,96242400,2023-02-23
395.4200134277344,397.25,393.6400146484375,396.3800048828125,386.79827880859375,108194400,2023-02-24
399.8699951171875,401.2900085449219,396.75,397.7300109863281,388.1156311035156,80444700,2023-02-27
397.2300109863281,399.2799987792969,396.1499938964844,396.260009765625,386.68121337890625,96438600,2023-02-28
395.4100036621094,396.69000244140625,393.3800048828125,394.739990234375,385.1979064941406,99706800,2023-03-01
392.67999267578125,398.69000244140625,392.3299865722656,397.80999755859375,388.1937561035156,85127800,2023-03-02
399.7099914550781,404.45001220703125,399.0299987792969,404.19000244140625,394.4194641113281,90120000,2023-03-03
405.04998779296875,407.45001220703125,404.010009765625,404.4700012207031,394.6927490234375,72795900,2023-03-06
404.4200134277344,404.6700134277344,397.6300048828125,398.2699890136719,388.6426086425781,108310600,2023-03-07
398.3900146484375,399.7099914550781,396.5899963378906,398.9200134277344,389.27685546875,74746600,2023-03-08
399.739990234375,401.4800109863281,390.5299987792969,391.55999755859375,382.0947570800781,111945300,2023-03-09
390.989990234375,393.1600036621094,384.32000732421875,385.9100036621094,376.58135986328125,189253000,2023-03-10
381.80999755859375,390.3900146484375,380.6499938964844,385.3599853515625,376.0446472167969,157790000,2023-03-13
390.5,393.45001220703125,387.04998779296875,391.7300109863281,382.26068115234375,149752400,2023-03-14
385.8900146484375,389.489990234375,383.7099914550781,389.2799987792969,379.86993408203125,172996900,2023-03-15
386.82000732421875,396.4700012207031,386.2900085449219,396.1099853515625,386.5347900390625,143254200,2023-03-16
393.2200012207031,394.3999938964844,388.54998779296875,389.989990234375,382.0151672363281,140553400,2023-03-17
390.79998779296875,394.1700134277344,390.07000732421875,393.739990234375,385.6884460449219,93055800,2023-03-20
397.239990234375,399.4100036621094,395.5799865722656,398.9100036621094,390.75274658203125,91524200,2023-03-21
398.7300109863281,402.489990234375,392.07000732421875,392.1099853515625,384.0918273925781,111746600,2023-03-22
395.0899963378906,399.2900085449219,390.3500061035156,393.1700134277344,385.13018798828125,119351300,2023-03-23
391.8399963378906,395.8399963378906,389.3999938964844,395.75,387.6573486328125,107682400,2023-03-24
398.1199951171875,398.9200134277344,395.55999755859375,396.489990234375,388.3822326660156,74010400,2023-03-27
395.7699890136719,396.489990234375,393.69000244140625,395.6000061035156,387.5104675292969,62871700,2023-03-28
399.92999267578125,401.6000061035156,398.67999267578125,401.3500061035156,393.14288330078125,77497900,2023-03-29
404.0899963378906,404.3500061035156,401.760009765625,403.70001220703125,395.4447937011719,69840000,2023-03-30
404.6600036621094,409.70001220703125,404.54998779296875,409.3900146484375,401.0184631347656,112062600,2023-03-31
408.8500061035156,411.3699951171875,408.44000244140625,410.95001220703125,402.5466003417969,67391100,2023-04-03
411.6199951171875,411.9200134277344,407.239990234375,408.6700134277344,400.3132019042969,66601500,2023-04-04
407.9100036621094,408.70001220703125,405.8800048828125,407.6000061035156,399.2651062011719,65200200,2023-04-05
406.7699890136719,409.4800109863281,405.67999267578125,409.19000244140625,400.82257080078125,63743300,2023-04-06
406.6099853515625,409.69000244140625,405.9700012207031,409.6099853515625,401.23394775390625,63681000,2023-04-10
410.260009765625,411.17999267578125,408.9200134277344,409.7200012207031,401.3416748046875,59297900,2023-04-11
411.8699951171875,412.1700134277344,407.44000244140625,408.04998779296875,399.7058410644531,86420400,2023-04-12
409.17999267578125,413.8399963378906,407.989990234375,413.4700012207031,405.0150451660156,85814800,2023-04-13
412.80999755859375,415.0899963378906,410.05999755859375,412.4599914550781,404.0256652832031,78161500,2023-04-14
412.3699951171875,413.9599914550781,411.0899963378906,413.94000244140625,405.47540283203125,66436400,2023-04-17
415.5799865722656,415.7200012207031,412.7799987792969,414.2099914550781,405.7398681640625,63560000,2023-04-18
412.2200012207031,415.0799865722656,412.1600036621094,414.1400146484375,405.67132568359375,55227300,2023-04-19
411.2099914550781,413.70001220703125,410.2699890136719,411.8800048828125,403.4575500488281,75840400,2023-04-20
412.19000244140625,412.67999267578125,410.1700134277344,412.20001220703125,403.7710266113281,73457400,2023-04-21
411.989990234375,413.07000732421875,410.6000061035156,412.6300048828125,404.1922302246094,64332100,2023-04-24
410.5799865722656,411.1600036621094,406.0199890136719,406.0799865722656,397.77618408203125,97766700,2023-04-25
406.7200012207031,407.8399963378906,403.7799987792969,404.3599853515625,396.09130859375,80447000,2023-04-26
407.0,412.69000244140625,406.739990234375,412.4100036621094,403.9767150878906,92968400,2023-04-27
411.489990234375,415.94000244140625,411.42999267578125,415.92999267578125,407.4247131347656,89335600,2023-04-28
415.4700012207031,417.6199951171875,415.2699890136719,415.510009765625,407.0133056640625,62122300,2023-05-01
414.7699890136719,414.82000732421875,407.82000732421875,410.8399963378906,402.43878173828125,103998500,2023-05-02
411.3599853515625,413.8699951171875,407.7699890136719,408.0199890136719,399.67645263671875,91531800,2023-05-03
406.92999267578125,407.2699890136719,403.739990234375,405.1300048828125,396.8455505371094,94901900,2023-05-04
408.9100036621094,413.7200012207031,408.6400146484375,412.6300048828125,404.1922302246094,87844000,2023-05-05
412.9700012207031,413.239990234375,411.2799987792969,412.739990234375,404.29998779296875,50046800,2023-05-08
411.1300048828125,412.0899963378906,410.69000244140625,410.92999267578125,402.5269775390625,49220100,2023-05-09
413.8800048828125,414.5400085449219,408.8699951171875,412.8500061035156,404.40771484375,96142900,2023-05-10
411.95001220703125,412.42999267578125,409.9700012207031,412.1300048828125,403.7024230957031,70157100,2023-05-11
413.4200134277344,413.6400146484375,409.07000732421875,411.5899963378906,403.1734313964844,70439400,2023-05-12
412.2200012207031,413.42999267578125,410.2300109863281,413.010009765625,404.564453125,54289400,2023-05-15
411.8599853515625,412.82000732421875,410.239990234375,410.25,401.8608703613281,57705500,2023-05-16
412.3500061035156,415.8599853515625,410.6400146484375,415.2300109863281,406.7391052246094,87287000,2023-05-17
414.8999938964844,419.6700134277344,414.6700134277344,419.2300109863281,410.6572570800781,97177200,2023-05-18
420.1700134277344,420.7200012207031,417.3500061035156,418.6199951171875,410.0596923828125,103679700,2023-05-19
418.6400146484375,420.3900146484375,417.3500061035156,418.7900085449219,410.22625732421875,60745400,2023-05-22
417.0799865722656,418.7200012207031,413.67999267578125,414.0899963378906,405.622314453125,86383500,2023-05-23
412.4200134277344,412.82000732421875,409.8800048828125,411.0899963378906,402.6837158203125,89213700,2023-05-24
414.739990234375,416.1600036621094,412.4100036621094,414.6499938964844,406.1708984375,90961600,2023-05-25
415.3299865722656,420.7699890136719,415.25,420.0199890136719,411.43109130859375,93830000,2023-05-26
422.0299987792969,422.5799865722656,418.739990234375,420.17999267578125,411.58782958984375,72216000,2023-05-30
418.2799987792969,419.2200012207031,416.2200012207031,417.8500061035156,409.3055114746094,110811800,2023-05-31
418.0899963378906,422.9200134277344,416.7900085449219,421.82000732421875,413.1943054199219,88865000,2023-06-01
424.5,428.739990234375,423.95001220703125,427.9200134277344,419.1695251464844,91366700,2023-06-02
428.2799987792969,429.6199951171875,426.3699951171875,427.1000061035156,418.3663330078125,65460200,2023-06-05
426.6700134277344,428.5799865722656,425.989990234375,428.0299987792969,419.27728271484375,64022200,2023-06-06
428.44000244140625,429.6199951171875,426.1099853515625,426.54998779296875,417.82757568359375,85373300,2023-06-07
426.6199951171875,429.6000061035156,425.82000732421875,429.1300048828125,420.35479736328125,61952800,2023-06-08
429.9599914550781,431.989990234375,428.8699951171875,429.8999938964844,421.1090393066406,85742800,2023-06-09
430.9200134277344,433.8800048828125,430.1700134277344,433.79998779296875,424.9293212890625,76104300,2023-06-12
435.32000732421875,437.3299865722656,434.6300048828125,436.6600036621094,427.7308044433594,95899700,2023-06-13
437.010009765625,439.05999755859375,433.5899963378906,437.17999267578125,428.2402038574219,100612100,2023-06-14
